,GSM5429653_T1,GSM5429654_T2,GSM5429655_T3,GSM5429656_T-7P,GSM5429657_T-7V,GSM5429658_T-14P,GSM5429659_T-14V,GSM5429660_T-30P,GSM5429661_T-30V
Gm14167,47,5,3,0,1,1,3,1,0
Fkbp1a,6259,892,291,142,526,171,178,129,173
Sdcbp2,22,3,1,0,1,0,0,1,2
Snph,1,3,0,0,1,1,0,0,0
Tmem74b,3,0,0,0,1,0,0,0,0
Psmf1,475,54,6,3,22,13,8,15,10
Gm14155,3,0,0,0,0,1,0,0,0
Rspo4,50,12,3,2,4,15,28,6,1
Angpt4,30,33,3,1,6,2,17,7,9
Gm14154,7,0,0,0,0,0,0,0,0
Fam110a,78,8,1,4,7,7,3,3,2
Slc52a3,0,2,2,0,0,1,0,1,0
Srxn1,557,200,35,7,87,28,62,12,19
Tcf15,3,3,1,0,6,0,0,0,0
Csnk2a1,1253,207,68,42,132,46,50,41,39
Tbc1d20,1279,127,33,18,85,26,16,20,27
Rbck1,1144,138,32,12,84,27,36,26,33
Trib3,47,4,4,1,1,0,1,0,1
Sox12,97,7,4,4,12,4,4,4,0
Zcchc3,96,9,3,2,11,5,9,3,5
Gm14161,0,0,0,0,0,0,0,0,0
Defb25,5,2,2,0,0,4,3,1,0
Rem1,16,7,1,1,6,4,1,1,2
H13,2519,317,86,26,170,55,56,42,44
Mcts2,281,34,7,2,13,5,6,3,6
Gm26841,0,0,1,0,1,0,0,0,0
Id1,356,121,33,46,91,23,27,17,21
Cox4i2,86,3,0,14,25,8,16,22,13
Bcl2l1,313,49,22,5,14,10,11,11,6
Tpx2,155,17,10,9,11,17,4,0,4
Mylk2,19,2,0,0,0,0,0,0,0
Foxs1,44,6,0,1,6,21,10,9,8
Dusp15,4,1,0,0,0,1,1,1,1
Ttll9,1,0,0,0,0,0,0,0,0
Pdrg1,992,95,30,24,89,32,38,31,25
Ccm2l,2,0,0,0,2,0,0,1,0
Hck,46,2,4,1,10,5,4,5,2
Tm9sf4,1381,187,46,10,113,51,63,32,25
Tspyl3,125,8,1,0,5,5,1,0,2
Plagl2,165,26,12,3,13,8,7,7,3
Pofut1,832,67,27,7,50,16,22,13,18
Kif3b,355,29,8,3,18,11,5,4,2
Asxl1,427,31,18,12,43,9,22,9,11
Nol4l,35,12,20,7,34,6,4,7,10
Commd7,843,106,45,12,56,29,23,28,35
Dnmt3b,90,17,1,5,11,3,5,0,3
Mapre1,3031,723,218,74,343,101,102,60,75
Efcab8,2,1,0,0,0,0,0,0,0
Bpifb2,0,0,0,0,1,0,0,0,0
Cdk5rap1,80,7,3,4,2,2,2,1,2
Snta1,370,55,14,9,23,3,13,8,10
Cbfa2t2,423,38,10,5,29,13,19,17,8
Necab3,41,1,1,0,4,0,1,0,0
1700003F12Rik,4,2,0,1,0,0,1,0,1
E2f1,384,47,11,8,22,11,11,4,14
Pxmp4,411,48,34,2,27,16,10,8,2
4930519P11Rik,0,0,0,0,0,0,0,0,0
Zfp341,30,3,0,0,1,1,1,1,0
Chmp4b,3275,793,247,60,387,117,157,73,85
Gm14214,2,0,0,0,0,0,0,0,0
Raly,2738,437,152,100,388,123,147,99,91
a,2897,161,46,51,41,19,14,63,85
Eif2s2,7162,1222,313,152,572,232,246,183,203
Gm14226,9,1,0,0,0,42,9,52,1
Ahcy,62,15,7,4,4,1,5,3,1
Itch,1264,124,45,21,80,34,37,21,25
Dynlrb1,5628,786,225,85,392,154,152,125,126
Map1lc3a,3501,421,136,92,315,132,168,133,98
Pigu,367,46,5,1,16,6,8,8,7
Trp53inp2,633,52,11,12,46,21,20,13,9
Ncoa6,582,50,28,6,38,14,18,13,11
Ggt7,79,9,4,5,8,4,3,2,3
Acss2,206,31,5,2,15,5,7,2,6
Gss,241,35,8,0,11,3,7,4,8
Gssos2,0,1,0,0,0,0,0,0,0
Trpc4ap,1471,153,36,20,100,39,48,24,44
Edem2,497,96,27,4,38,16,16,10,5
Procr,690,644,106,2,225,16,64,30,39
BC029722,665,88,27,4,35,30,23,11,14
Eif6,2753,584,177,57,222,71,79,99,99
Gm16098,5,1,3,0,0,1,0,0,0
Fam83c,1,0,0,0,0,0,0,0,0
Uqcc1,308,32,10,1,19,8,6,4,5
Cep250,224,21,5,3,18,10,10,8,7
6430550D23Rik,4,0,0,1,0,0,0,0,0
Ergic3,3914,528,152,65,322,127,160,102,121
Spag4,8,0,1,0,4,2,1,2,1
Cpne1,1,2,3,1,2,3,0,0,1
Rbm12,364,36,18,2,25,9,12,3,7
Nfs1,436,48,15,5,35,13,14,9,10
Romo1,3455,686,200,100,465,148,142,105,121
Rbm39,6793,1138,349,179,733,210,348,172,167
Phf20,879,86,27,8,44,18,24,13,17
Scand1,3910,451,142,70,286,95,108,83,78
Cnbd2,49,7,1,0,8,3,3,2,1
Gm14252,0,1,0,0,0,0,0,0,0
2900097C17Rik,3700,395,124,40,228,98,80,53,46
Epb41l1,398,55,12,2,29,7,15,7,8
Aar2,268,34,10,2,19,7,5,6,2
Gm14168,3,0,0,0,1,1,0,0,0
Dlgap4,2326,322,90,27,173,50,92,36,36
Myl9,628,26,0,41,142,90,27,59,63
Tgif2,86,21,4,9,26,7,15,3,8
4930518I15Rik,43,1,0,1,1,0,0,1,1
1110008F13Rik,2502,388,109,48,201,72,70,58,63
Sla2,1,0,0,0,0,1,0,0,0
Ndrg3,874,87,17,11,48,15,18,20,16
Dsn1,38,2,3,1,6,0,0,3,2
Soga1,190,21,8,8,10,6,15,6,10
Samhd1,2328,322,103,11,135,43,63,41,38
Rbl1,99,10,5,3,18,4,4,0,3
Rpn2,6616,893,293,81,432,128,162,87,107
Manbal,1032,85,25,13,65,31,36,15,17
Src,328,48,14,5,31,14,26,5,10
Gm14286,31,12,3,2,1,0,2,1,0
Blcap,468,58,21,12,37,16,22,7,6
Nnat,10,3,0,5,2,2,0,6,1
Platr27,0,0,1,0,0,0,0,0,0
Ctnnbl1,546,70,21,20,32,15,21,9,13
Tti1,112,6,3,1,7,1,2,1,2
Rprd1b,606,54,20,7,33,12,15,14,15
Tgm2,210,98,17,3,79,23,31,16,13
D630003M21Rik,58,0,0,4,14,5,15,6,7
Lbp,5977,883,270,22,375,49,149,97,91
Snhg11,17,10,1,13,27,7,7,26,12
Ralgapb,469,51,22,4,33,23,16,8,16
Adig,59,0,0,0,1,0,0,0,0
Arhgap40,0,1,0,0,0,0,0,0,0
Slc32a1,0,0,0,0,0,0,0,0,0
Actr5,187,15,8,2,11,4,9,3,7
Ppp1r16b,1,1,0,0,1,2,2,2,2
Fam83d,70,5,3,4,19,6,1,1,1
Dhx35,94,7,2,0,6,5,3,2,1
Gm826,7,2,0,0,2,0,2,2,0
Mafb,4275,237,51,69,303,66,235,65,63
Gm14221,7,1,2,0,0,6,0,0,0
Top1,4145,1148,326,131,576,218,298,112,159
Plcg1,584,40,8,7,32,13,19,9,13
Gm27206,0,0,0,0,0,0,1,0,1
Zhx3,857,92,28,11,46,18,24,7,13
Gm16751,29,5,3,0,0,1,0,0,1
Lpin3,291,25,5,1,18,6,1,3,4
Emilin3,1,0,0,0,0,0,0,0,1
Chd6,1017,91,22,21,87,42,47,27,32
Gm45447,5,2,1,0,1,0,1,0,0
Ptprt,1,0,0,0,1,0,0,2,0
Srsf6,3153,386,118,42,249,102,107,66,81
L3mbtl1,1,8,2,1,3,1,4,3,0
Ift52,409,47,10,3,22,7,12,8,9
Mybl2,32,2,3,1,0,0,2,0,0
Tox2,53,1,1,1,0,0,0,0,0
Jph2,22,0,0,0,2,1,0,0,0
Oser1,590,193,71,34,168,42,46,24,26
2900093K20Rik,109,22,11,4,12,5,3,4,3
Gdap1l1,5,2,1,0,0,0,0,0,1
Fitm2,265,30,13,2,15,4,8,5,3
2310001K24Rik,7,0,0,0,0,0,0,0,0
R3hdml,0,0,0,0,0,0,0,0,0
Ttpal,234,46,15,2,18,9,9,7,7
Serinc3,3345,490,196,38,262,104,162,59,71
0610039K10Rik,2,1,0,0,2,0,0,0,0
Pkig,795,173,50,21,61,36,25,20,32
Ada,93,26,8,1,23,2,5,2,3
Wisp2,2257,645,174,9,172,64,65,71,54
Ywhab,5404,802,245,76,346,122,131,88,108
Pabpc1l,18,5,3,0,4,1,2,0,0
Tomm34,587,92,36,5,61,21,33,21,33
Stk4,359,34,8,3,24,10,14,6,5
Kcns1,29,0,0,0,0,2,1,0,0
Wfdc5,8,0,0,0,1,5,0,0,1
A730032A03Rik,6,0,0,0,0,0,0,0,0
Wfdc12,1034,114,12,1,5,1,29,1,8
Slpi,584,324,26,8,44,13,3,1,1
Matn4,410,30,11,4,6,43,21,9,12
Rbpjl,1,1,1,0,0,1,1,0,0
Sdc4,4641,1050,390,64,345,155,181,141,139
Sys1,1619,223,58,28,132,38,48,24,47
Gm14302,4,2,0,0,1,0,0,0,1
Dbndd2,46,5,4,2,5,7,5,6,7
Pigt,2010,211,52,21,124,46,60,21,36
Wfdc2,0,0,1,0,0,0,0,0,0
Wfdc3,2,5,0,0,0,0,1,0,0
Dnttip1,743,115,51,12,50,22,23,13,23
Gm11457,1,0,0,0,1,2,0,0,0
Ube2c,325,27,18,29,71,60,18,2,1
Tnnc2,2,1,0,0,2,1,1,1,0
Snx21,750,72,21,5,43,12,14,3,14
Acot8,218,28,11,5,14,7,11,3,5
Zswim3,21,6,2,1,2,0,2,1,1
Zswim1,121,6,2,3,2,3,6,3,4
Neurl2,60,2,1,1,4,4,1,2,2
Ctsa,2519,380,121,14,169,77,73,43,49
Pltp,4458,144,84,4,120,60,102,23,22
Pcif1,992,104,32,14,65,24,33,13,20
Zfp335,237,16,11,1,8,6,6,4,1
Zfp335os,8,1,0,0,1,0,0,0,0
Mmp9,366,7,1,1,3,2,0,0,0
Slc12a5,3,0,0,0,2,0,1,0,0
Ncoa5,328,46,15,3,21,4,10,3,4
Cd40,58,7,2,0,2,9,3,1,0
Cdh22,1,0,0,0,0,0,0,2,1
Slc35c2,478,61,20,5,36,16,18,7,7
Elmo2,885,80,26,4,42,20,28,15,20
Zfp334,105,8,0,0,5,3,5,0,4
Ocstamp,3,0,0,0,0,0,0,0,0
Slc13a3,0,0,1,0,1,0,0,0,0
Trp53rka,211,20,4,2,13,5,8,5,4
Slc2a10,329,35,16,7,35,8,10,4,6
Eya2,6,1,1,8,9,5,2,8,5
Zmynd8,1034,108,37,4,48,27,32,16,19
Gm11464,0,0,0,0,0,0,0,0,0
Ncoa3,623,111,35,17,47,35,37,29,23
Sulf2,5046,543,219,52,278,142,99,44,85
5031425F14Rik,4,1,0,0,1,0,0,0,0
Prex1,475,28,11,5,20,15,12,4,10
Trp53rkb,67,8,2,2,7,3,3,3,6
Arfgef2,387,49,14,3,30,13,9,2,12
Cse1l,405,50,22,9,45,13,13,5,11
Gm17096,2,6,2,0,1,1,2,0,1
Stau1,910,157,49,19,82,38,38,20,27
Ddx27,451,71,23,13,34,16,18,8,12
Znfx1,255,45,20,2,23,9,10,9,8
Kcnb1,2,1,0,0,1,1,0,0,0
Ptgis,583,183,55,10,162,15,20,21,25
B4galt5,723,220,68,12,135,40,59,16,12
Slc9a8,383,36,6,2,25,10,7,4,4
Spata2,267,90,19,6,30,12,12,6,5
Rnf114,376,70,22,4,57,22,24,8,12
Snai1,1114,137,65,63,156,33,49,52,43
Ube2v1,41,15,6,5,15,7,6,7,10
Tmem189,585,90,29,6,52,22,24,12,16
Gm14320,2,0,0,0,0,0,0,1,0
Cebpb,12250,4665,1846,519,2630,437,1081,614,441
A530013C23Rik,88,31,9,0,15,4,9,2,4
Gm14321,0,0,0,0,0,0,0,0,0
9230111E07Rik,2,1,0,0,5,1,1,0,0
1200007C13Rik,138,42,12,1,10,2,3,3,3
Gm14319,2,0,0,0,1,0,0,0,0
Ptpn1,937,136,37,26,102,40,55,41,24
Ripor3,117,6,1,1,8,6,16,2,1
Pard6b,0,0,0,0,0,0,0,0,0
Adnp,47,5,3,3,6,4,3,3,5
Dpm1,845,265,82,35,159,68,64,38,41
Mocs3,83,13,4,4,13,3,7,5,5
Kcng1,9,3,1,0,0,0,0,0,1
Nfatc2,160,38,4,6,15,8,19,1,5
Atp9a,1058,93,30,5,57,22,30,8,21
Zfp64,299,30,12,2,18,7,7,4,6
Gm9873,0,0,0,0,0,0,0,0,0
Tshz2,906,203,57,8,84,25,40,28,18
Gm26883,3,2,1,0,1,0,0,1,0
Zfp217,356,55,21,1,26,5,10,5,9
Gm17619,43,7,0,0,1,5,1,1,0
Bcas1,0,0,1,0,0,0,0,0,0
Bcas1os2,0,0,0,0,0,0,0,0,0
Pfdn4,1108,125,56,15,81,19,22,25,24
Gm16796,2,0,0,1,1,0,1,0,0
Dok5,27,3,3,0,2,1,0,0,0
Fam210b,146,23,7,8,20,13,19,7,5
Aurka,47,6,2,2,5,6,1,3,1
Cstf1,242,24,5,3,8,6,6,5,7
Cass4,0,0,1,0,0,1,0,0,0
Gm14455,0,0,0,0,0,0,0,0,0
Rtf2,821,82,26,11,44,18,18,17,14
Fam209,2,3,2,0,1,0,0,0,0
Tfap2c,10,0,0,22,21,5,2,8,11
Bmp7,570,82,20,43,52,5,14,33,25
Spo11,5,0,0,0,0,0,0,0,0
Rae1,821,100,28,14,53,19,20,14,10
Rbm38,20,28,13,6,24,10,9,6,3
Ctcflos,5,0,0,0,1,0,0,0,0
Pck1,75,0,0,0,0,0,0,0,0
Zbp1,624,224,72,6,98,14,34,14,19
Pmepa1,5550,920,329,137,599,399,398,122,164
Rab22a,1348,165,43,13,79,41,30,24,23
Vapb,1628,230,71,18,106,46,43,25,28
Stx16,993,84,15,12,53,24,30,12,20
Npepl1,759,111,34,11,68,24,27,24,21
Nespas,14,1,1,1,0,2,2,0,0
Gnas,29212,3956,1076,544,2481,1074,1341,572,655
Gm20721,15,5,3,1,4,1,0,2,3
Nelfcd,351,25,9,4,11,11,8,6,4
Ctsz,6598,1060,292,92,514,192,232,119,139
Atp5e,13672,2111,657,312,1343,474,510,335,419
Prelid3b,920,104,33,12,54,22,18,18,18
Zfp831,0,0,0,0,0,0,0,0,1
Edn3,23,0,0,6,26,20,45,8,6
Gm14393,9,1,2,0,1,0,1,0,0
Gm14399,25,9,3,2,3,3,0,1,1
Gm14443,27,6,1,0,1,2,1,0,0
Gm14391,35,2,1,0,7,0,1,1,4
Gm14440,1,0,0,0,1,0,0,0,0
Gm4631,60,19,6,0,12,4,4,7,8
Zfp968,23,10,2,1,5,3,5,0,1
Gm4724,6,6,0,1,3,1,1,0,0
Zfp965,7,3,1,0,1,0,1,0,0
Gm14288,1,0,0,0,0,0,0,0,0
Gm6710,152,31,19,2,15,5,5,9,11
Zfp966,15,4,3,0,1,1,1,1,1
Gm2026,0,0,0,0,0,0,0,0,0
2210418O10Rik,3,2,0,1,1,0,1,0,1
Gm14435,0,1,0,0,0,1,0,0,0
Gm14434,2,0,0,0,0,0,1,0,0
Gm14308,0,0,0,0,1,0,0,1,0
Zfp973,27,6,1,2,2,2,1,2,1
Gm14305,189,45,21,8,39,9,20,9,14
Gm14295,128,23,6,3,11,6,7,4,4
Gm14296,153,21,10,3,22,1,3,6,5
Gm14419,38,7,6,3,2,0,2,0,2
Gm14401,1,0,0,0,1,1,0,0,1
Gm14410,18,1,1,1,5,1,1,1,0
Gm14409,2,1,0,0,0,0,0,0,0
Gm14412,4,0,0,0,0,0,0,0,0
Gm14418,43,11,6,4,7,1,4,4,0
Zfp970,20,3,2,0,2,1,2,3,1
Gm14403,91,8,1,2,14,5,4,1,4
Gm14322,20,6,2,1,3,1,0,0,2
Gm14325,51,13,1,4,8,2,3,0,2
Gm14327,16,5,4,2,5,2,2,4,5
Zfp972,1,0,0,0,0,0,0,0,0
Gm14326,93,16,8,4,11,7,3,1,0
Zfp971,33,12,0,1,9,2,1,2,1
Gm26869,5,1,0,0,0,0,0,1,0
Zfp931,167,34,12,5,14,7,15,9,14
Phactr3,1,0,0,1,7,0,0,1,1
Sycp2,3,0,0,1,0,0,0,0,0
Ppp1r3d,57,1,1,0,2,0,2,0,4
Fam217b,115,4,1,2,12,5,5,0,2
Cdh26,6,1,0,0,0,0,0,0,0
Cdh4,2464,121,44,6,62,19,16,4,30
Taf4,212,43,13,3,25,3,8,11,5
Lsm14b,480,53,18,3,37,9,12,6,8
Psma7,6031,832,225,90,397,130,133,134,119
Ss18l1,62,13,4,0,9,1,4,3,2
Mtg2,240,29,12,18,38,10,17,7,74
Osbpl2,597,50,12,7,32,16,11,11,16
Adrm1,1243,220,50,38,121,40,44,30,38
Lama5,14,0,0,1,5,1,2,1,0
Rps21,45968,10498,3144,961,4764,1572,1827,1024,1363
Cables2,242,30,1,5,17,9,8,3,3
B230312C02Rik,2,5,0,0,2,0,2,5,7
Slco4a1,0,0,0,0,1,0,1,0,0
Mrgbp,346,40,5,3,23,7,10,6,10
Ogfr,881,169,35,11,90,37,29,15,18
Col9a3,80,4,1,1,2,7,1,0,0
Tcfl5,225,13,4,1,26,11,4,2,7
Dido1,647,110,34,8,60,21,29,26,17
Gid8,512,59,26,11,23,10,24,9,7
Slc17a9,153,19,1,2,10,2,2,2,6
Ythdf1,1022,175,43,21,98,33,32,22,12
Birc7,28,0,0,0,0,0,0,0,0
Nkain4,244,6,0,6,34,12,3,12,7
Arfgap1,1099,91,28,11,60,31,30,11,20
Col20a1,43,7,2,2,3,7,3,3,0
Chrna4,3,0,0,0,0,0,0,0,0
Eef1a2,0,0,0,0,0,0,0,0,0
Ppdpf,1089,126,63,26,98,29,37,28,37
Ptk6,0,7,1,1,8,4,3,1,0
Srms,0,1,0,0,1,0,0,0,0
Helz2,209,175,52,7,88,37,39,8,12
Gmeb2,144,23,13,7,18,5,6,4,3
Stmn3,2,0,0,0,3,0,0,0,0
Rtel1,119,22,4,0,9,6,4,3,3
Arfrp1,640,90,34,7,67,26,25,17,20
Zgpat,204,12,5,1,12,3,8,7,5
Lime1,0,0,0,0,0,0,0,0,1
Zbtb46,14,7,3,1,9,5,2,3,0
Tpd52l2,1877,204,63,22,130,29,48,43,36
Dnajc5,1338,181,47,23,75,29,47,23,23
Uckl1,336,55,16,3,29,11,11,10,3
Uckl1os,4,0,0,0,1,0,0,1,0
Zfp512b,434,24,7,6,25,10,9,11,9
Prpf6,486,58,15,10,29,13,10,15,14
Samd10,6,1,0,0,0,1,0,0,0
Gm29797,1,1,0,0,1,1,0,0,0
Sox18,46,0,0,55,76,48,1,33,17
Tcea2,58,6,1,1,10,2,8,0,3
Rgs19,505,55,18,6,30,14,11,9,13
Pcmtd2,704,74,24,8,35,16,14,14,14
Polr3k,618,78,21,8,38,14,26,19,13
Nudt11,11,2,0,3,1,0,2,0,0
Nudt10,3,2,0,0,0,0,0,2,1
Shroom4,24,1,0,1,3,0,1,4,1
Dgkk,1,0,0,0,0,0,0,0,0
Clcn5,735,67,12,7,32,18,9,13,17
Usp27x,53,6,3,0,3,4,0,2,4
Ppp1r3f,22,3,0,0,2,1,2,1,1
Flicr,3,0,0,0,0,0,0,0,0
Foxp3,0,0,0,0,0,1,0,0,0
Ccdc22,343,39,16,7,13,5,8,10,8
Cacna1f,0,0,0,0,0,0,0,0,0
Syp,23,2,2,2,5,5,3,1,0
Gm14703,5,0,0,0,1,0,0,0,0
Prickle3,214,22,6,4,14,6,5,4,7
Plp2,1447,323,120,51,183,52,54,33,53
Magix,1,0,0,0,0,0,0,0,0
Gpkow,207,36,14,6,30,8,12,8,6
Wdr45,537,41,11,8,30,2,16,8,12
Praf2,1061,196,49,23,101,33,43,15,23
Ccdc120,25,5,1,0,2,0,2,1,1
Tfe3,633,124,36,17,65,16,35,20,15
Gripap1,420,61,23,4,43,16,17,9,7
Kcnd1,134,23,6,1,7,1,3,5,6
Otud5,603,64,22,10,47,14,21,12,18
Pim2,15,7,3,2,7,3,0,0,0
Slc35a2,647,74,30,17,77,24,32,16,15
Pqbp1,710,97,27,21,67,26,21,15,21
Timm17b,904,148,42,18,88,37,19,33,29
Pcsk1n,1,0,0,0,4,3,0,2,0
Eras,0,0,0,0,1,0,0,0,0
Hdac6,115,18,2,5,19,5,7,7,7
Gata1,0,0,0,0,0,0,0,0,0
Gm14820,0,0,1,0,0,0,0,0,0
Suv39h1,121,14,11,3,15,6,8,1,5
Was,2,1,2,1,0,2,0,1,1
Wdr13,314,60,25,8,56,14,12,13,14
Rbm3,20839,1823,592,283,902,300,326,332,357
Rbm3os,6,1,0,0,1,1,0,0,0
Tbc1d25,57,7,2,0,3,2,2,3,2
Ebp,1978,331,83,22,128,41,55,34,44
Porcn,264,25,13,1,9,4,8,6,3
Ftsj1,350,60,24,4,29,14,15,5,13
Slc38a5,6,2,0,0,0,0,0,0,0
B630019K06Rik,46,6,1,1,6,1,0,1,2
Lancl3,17,1,0,0,1,0,0,1,1
Xk,14,1,0,0,1,2,0,0,0
H2al1m,0,0,0,0,0,0,0,0,0
Cybb,2,2,5,0,2,1,1,1,3
Dynlt3,1739,210,59,37,109,45,55,20,34
Srpx,7427,785,197,61,405,156,337,79,110
Rpgr,34,6,0,0,2,1,1,1,3
Tspan7,229,10,3,5,17,9,5,10,5
Gm10489,4,0,0,0,0,0,0,0,0
Mid1ip1,1156,112,30,14,65,17,29,8,13
Bcor,477,56,15,10,30,23,13,9,8
Atp6ap2,2274,280,101,36,203,70,93,42,46
1810030O07Rik,534,81,26,10,46,15,36,10,17
Med14,434,42,18,8,34,15,18,13,14
Usp9x,2265,296,92,23,190,67,115,47,49
2010308F09Rik,3,1,0,1,0,0,0,0,0
Ddx3x,7270,1843,695,126,940,303,435,127,215
Nyx,5,2,0,0,0,0,0,0,0
Cask,631,55,14,11,48,21,23,13,12
Gpr34,0,0,0,0,0,0,0,0,0
Gpr82,1,0,0,0,0,0,0,0,0
Maoa,583,89,25,6,43,20,29,14,16
Maob,817,127,36,7,66,14,21,16,19
Ndp,13,0,0,5,11,8,12,9,3
Efhc2,14,0,0,0,3,0,0,0,2
Fundc1,602,69,19,4,51,16,15,20,17
Kdm6a,734,126,29,13,89,28,45,18,37
Gm26652,42,4,0,0,2,0,0,1,0
Chst7,59,14,3,2,12,4,10,1,0
Slc9a7,0,0,0,0,0,0,0,0,0
Rp2,354,31,10,4,25,8,6,3,5
Jade3,49,5,5,1,6,1,4,2,3
Ndufb11,4911,733,223,93,381,126,164,120,111
Rbm10,283,30,9,7,24,10,8,7,5
Uba1,1961,257,90,25,165,47,50,37,55
Cdk16,1570,157,48,25,80,37,42,19,33
Usp11,102,18,6,4,15,6,9,5,5
Araf,1009,88,25,13,69,27,29,17,34
Syn1,35,1,0,1,1,2,0,1,0
Timp1,39865,2369,445,193,1227,186,274,113,129
Cfp,32,10,13,4,4,5,3,1,2
Elk1,218,26,11,2,18,2,6,3,1
Uxt,471,67,24,6,26,17,14,7,8
Zfp182,199,14,2,1,6,7,3,2,7
Zfp300,43,8,0,1,2,0,5,2,2
Agtr2,34,0,0,0,2,1,1,0,0
Slc6a14,1,0,0,0,0,0,0,0,0
Klhl13,729,43,17,3,65,20,20,6,7
Wdr44,375,46,12,6,33,8,13,6,11
Gm26818,0,1,0,0,0,0,0,0,0
Dock11,464,52,9,1,47,5,17,7,9
Il13ra1,1880,280,94,11,132,37,58,35,37
Zcchc12,3,0,1,0,1,0,0,0,0
Lonrf3,68,48,18,3,16,9,7,3,1
Pgrmc1,4085,450,151,62,303,107,111,95,93
Akap17b,78,8,5,5,13,5,4,3,3
Slc25a43,2,1,0,0,0,0,0,0,0
Slc25a5,7348,1236,340,116,472,149,205,149,205
Mdrl,37,2,1,0,5,0,0,0,1
C330007P06Rik,710,82,30,3,27,13,14,9,6
Ube2a,990,161,60,40,106,39,33,27,41
Nkrf,92,25,3,3,0,9,2,2,3
Sept6,168,42,12,2,21,12,12,4,3
Rpl39,71409,14122,4289,1257,6804,2119,2472,1581,1927
Upf3b,754,55,27,12,48,13,25,6,20
Nkap,656,50,18,11,44,11,11,9,17
Akap14,0,0,0,0,0,0,0,0,0
Ndufa1,3659,640,209,102,451,130,164,107,110
Rnf113a1,57,4,2,0,7,0,0,2,2
Rhox8,0,0,0,0,0,0,0,0,0
Zbtb33,254,26,9,3,13,3,8,4,7
Tmem255a,30,1,1,2,6,4,10,4,3
Atp1b4,0,0,0,0,1,0,0,0,0
Lamp2,9730,1453,377,64,572,222,288,149,158
Gm7598,6,0,0,0,0,0,0,2,1
Cul4b,380,38,13,2,29,6,10,7,1
Mcts1,1450,165,65,20,89,32,42,17,36
C1galt1c1,467,72,16,6,42,16,16,9,10
Gm14565,1,0,0,0,0,0,0,1,0
Gria3,1023,23,5,3,21,24,12,8,12
Thoc2,1991,242,75,22,106,46,81,39,48
Xiap,1387,125,44,15,90,43,39,28,30
Stag2,1364,162,47,19,74,35,39,27,27
Sh2d1a,0,0,0,0,0,0,0,0,0
Dcaf12l2,1,0,0,0,0,0,1,0,1
Dcaf12l1,4,2,0,2,3,2,3,0,3
Smarca1,274,25,1,2,25,5,9,7,6
Ocrl,639,57,18,4,20,17,6,5,5
Apln,131,6,4,1,5,6,5,1,0
Xpnpep2,145,38,13,0,14,2,10,1,3
Sash3,0,0,0,2,0,0,2,0,0
Zdhhc9,750,65,20,7,27,11,7,5,10
Utp14a,524,83,33,17,48,21,22,17,17
9530027J09Rik,1,0,0,0,0,0,0,0,0
Bcorl1,206,41,11,5,35,10,11,8,4
Elf4,401,59,22,6,34,9,17,6,11
Aifm1,337,54,13,5,40,10,9,7,11
Rab33a,7,1,0,0,2,0,0,0,0
Zfp280c,178,17,8,1,21,4,2,6,5
Slc25a14,164,31,5,5,17,3,4,4,3
Rbmx2,207,22,6,0,17,9,7,2,0
Enox2,141,18,1,0,7,3,4,2,5
Igsf1,0,0,0,0,2,0,0,1,0
Olfr1322,4,3,1,1,0,0,2,0,3
Stk26,34,3,3,2,2,2,3,3,0
Rap2c,794,99,25,11,41,19,14,19,16
Mbnl3,16,0,0,1,1,0,0,0,0
Hs6st2,45,0,0,3,7,1,1,0,1
Gpc4,2226,82,52,9,53,26,33,14,22
Gpc3,4449,310,69,38,543,207,244,206,149
Phf6,262,44,14,11,15,12,12,13,11
Hprt,945,153,69,20,79,29,41,30,19
Gm28730,6,1,0,0,2,0,0,0,0
Plac1,3,0,0,0,0,0,0,0,0
Fam122b,66,6,4,2,4,2,1,0,5
Mospd1,659,77,18,2,31,17,12,13,9
Gm14597,0,0,1,0,0,0,0,0,0
Rtl8c,6,1,0,0,1,0,2,0,0
Rtl8a,666,103,29,27,101,34,39,22,25
Rtl8b,449,56,12,14,53,19,12,10,15
4930502E18Rik,6,1,0,0,0,0,0,0,0
Xlr,42,2,3,0,0,2,0,2,1
3830403N18Rik,39,5,0,0,3,0,2,0,0
Zfp449,172,11,2,2,7,4,2,4,1
Smim10l2a,4,0,0,0,0,0,1,1,0
Ints6l,362,66,18,4,23,34,20,11,23
Gm648,2,0,0,0,0,0,0,0,0
Mmgt1,460,51,18,6,18,13,10,10,13
Slc9a6,524,46,14,3,23,10,11,11,14
Fhl1,1554,84,26,6,97,23,32,20,28
Map7d3,35,9,0,2,3,1,3,0,0
Htatsf1,857,85,21,10,55,16,22,16,19
Gm14718,0,0,0,0,0,0,0,0,0
Cd40lg,0,0,0,0,0,0,0,0,0
Arhgef6,314,26,11,2,13,13,12,6,6
Rbmx,577,86,22,16,40,13,12,17,17
Zic3,6,3,2,2,2,0,2,2,4
Fgf13,102,8,6,0,12,4,6,1,3
F9,0,0,0,0,0,0,0,0,0
Atp11c,462,58,15,7,34,21,10,9,7
C230004F18Rik,2,1,0,0,2,1,0,0,0
Slitrk4,0,0,0,0,0,0,0,0,0
Slitrk2,6,0,0,0,0,2,0,1,2
Fmr1os,2,0,0,0,0,0,0,0,0
Fmr1,1120,178,57,17,86,46,60,30,34
