Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Immune Response-Activating Cell Surface Receptor Signaling Pathway (GO:0002429)	1/23	1.783524e-01	2.956396e-01	0	0	5.327595e+00	9.184743e+00	FCER1G
GO_Biological_Process_2023	Long-Chain fatty-acyl-CoA Metabolic Process (GO:0035336)	1/23	1.783524e-01	2.956396e-01	0	0	5.327595e+00	9.184743e+00	ACSL4
GO_Biological_Process_2023	Lymphocyte Differentiation (GO:0030098)	2/91	1.811734e-01	2.999617e-01	0	0	2.640583e+00	4.510910e+00	PTPRC;PIK3CD
GO_Biological_Process_2023	Sensory Perception Of Sound (GO:0007605)	2/92	1.842273e-01	3.011847e-01	0	0	2.611111e+00	4.416916e+00	COL2A1;COL11A2
GO_Biological_Process_2023	Regulation Of Neuron Projection Development (GO:0010975)	3/174	1.847615e-01	3.011847e-01	0	0	2.065238e+00	3.487545e+00	SPOCK1;MT3;ARSB
GO_Biological_Process_2023	Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000116)	1/24	1.853444e-01	3.011847e-01	0	0	5.095704e+00	8.589010e+00	MT3
GO_Biological_Process_2023	Acylglycerol Catabolic Process (GO:0046464)	1/24	1.853444e-01	3.011847e-01	0	0	5.095704e+00	8.589010e+00	LCP1
GO_Biological_Process_2023	Acylglycerol Homeostasis (GO:0055090)	1/24	1.853444e-01	3.011847e-01	0	0	5.095704e+00	8.589010e+00	LCP1
GO_Biological_Process_2023	Regulation Of Neuroblast Proliferation (GO:1902692)	1/24	1.853444e-01	3.011847e-01	0	0	5.095704e+00	8.589010e+00	HAPLN1
GO_Biological_Process_2023	Cell Morphogenesis Involved In Differentiation (GO:0000904)	1/24	1.853444e-01	3.011847e-01	0	0	5.095704e+00	8.589010e+00	SPI1
GO_Biological_Process_2023	Response To Copper Ion (GO:0046688)	1/24	1.853444e-01	3.011847e-01	0	0	5.095704e+00	8.589010e+00	MT3
GO_Biological_Process_2023	Response To Hexose (GO:0009746)	1/24	1.853444e-01	3.011847e-01	0	0	5.095704e+00	8.589010e+00	LCP1
GO_Biological_Process_2023	Gliogenesis (GO:0042063)	1/24	1.853444e-01	3.011847e-01	0	0	5.095704e+00	8.589010e+00	HAPLN1
GO_Biological_Process_2023	Positive Regulation Of p38MAPK Cascade (GO:1900745)	1/24	1.853444e-01	3.011847e-01	0	0	5.095704e+00	8.589010e+00	SPI1
GO_Biological_Process_2023	Positive Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010800)	1/24	1.853444e-01	3.011847e-01	0	0	5.095704e+00	8.589010e+00	CHI3L1
GO_Biological_Process_2023	Iron Ion Transport (GO:0006826)	1/24	1.853444e-01	3.011847e-01	0	0	5.095704e+00	8.589010e+00	SLC41A2
GO_Biological_Process_2023	Positive Regulation Of Vascular Endothelial Growth Factor Production (GO:0010575)	1/24	1.853444e-01	3.011847e-01	0	0	5.095704e+00	8.589010e+00	SULF1
GO_Biological_Process_2023	Lipid Translocation (GO:0034204)	1/24	1.853444e-01	3.011847e-01	0	0	5.095704e+00	8.589010e+00	ABCB4
GO_Biological_Process_2023	Protein Kinase B Signaling (GO:0043491)	1/24	1.853444e-01	3.011847e-01	0	0	5.095704e+00	8.589010e+00	MT3
GO_Biological_Process_2023	Positive Regulation Of Cellular Component Biogenesis (GO:0044089)	2/93	1.872887e-01	3.039923e-01	0	0	2.582287e+00	4.325599e+00	CDH5;SYK
GO_Biological_Process_2023	Vesicle Organization (GO:0016050)	2/94	1.903573e-01	3.074685e-01	0	0	2.554089e+00	4.236857e+00	SRGN;SNX10
GO_Biological_Process_2023	Activation Of Protein Kinase B Activity (GO:0032148)	1/25	1.922773e-01	3.074685e-01	0	0	4.883136e+00	8.051397e+00	MT3
GO_Biological_Process_2023	Regulation Of Monocyte Chemotaxis (GO:0090025)	1/25	1.922773e-01	3.074685e-01	0	0	4.883136e+00	8.051397e+00	PLA2G7
GO_Biological_Process_2023	Carbohydrate Biosynthetic Process (GO:0016051)	1/25	1.922773e-01	3.074685e-01	0	0	4.883136e+00	8.051397e+00	ST6GALNAC5
GO_Biological_Process_2023	Cardiac Conduction System Development (GO:0003161)	1/25	1.922773e-01	3.074685e-01	0	0	4.883136e+00	8.051397e+00	GJA5
GO_Biological_Process_2023	Regulation Of Protein Processing (GO:0070613)	1/25	1.922773e-01	3.074685e-01	0	0	4.883136e+00	8.051397e+00	SERPINE2
GO_Biological_Process_2023	Regulation Of Synapse Organization (GO:0050807)	1/25	1.922773e-01	3.074685e-01	0	0	4.883136e+00	8.051397e+00	MDGA1
GO_Biological_Process_2023	Secretory Granule Organization (GO:0033363)	1/25	1.922773e-01	3.074685e-01	0	0	4.883136e+00	8.051397e+00	SRGN
GO_Biological_Process_2023	Positive Regulation Of Interleukin-2 Production (GO:0032743)	1/25	1.922773e-01	3.074685e-01	0	0	4.883136e+00	8.051397e+00	PTPRC
GO_Biological_Process_2023	fatty-acyl-CoA Biosynthetic Process (GO:0046949)	1/25	1.922773e-01	3.074685e-01	0	0	4.883136e+00	8.051397e+00	ACSL4
GO_Biological_Process_2023	Wound Healing, Spreading Of Cells (GO:0044319)	1/25	1.922773e-01	3.074685e-01	0	0	4.883136e+00	8.051397e+00	LCP1
GO_Biological_Process_2023	Regulation Of Biomineral Tissue Development (GO:0070167)	1/25	1.922773e-01	3.074685e-01	0	0	4.883136e+00	8.051397e+00	SGMS2
GO_Biological_Process_2023	Regulation Of Cell Size (GO:0008361)	1/25	1.922773e-01	3.074685e-01	0	0	4.883136e+00	8.051397e+00	LAMTOR5
GO_Biological_Process_2023	Positive Regulation Of Epithelial Cell Migration (GO:0010634)	2/95	1.934326e-01	3.089641e-01	0	0	2.526498e+00	4.150596e+00	ITGB3;PIK3CD
GO_Biological_Process_2023	Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560)	2/96	1.965145e-01	3.124120e-01	0	0	2.499493e+00	4.066724e+00	CDH5;TGFBR1
GO_Biological_Process_2023	Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)	7/557	1.968678e-01	3.124120e-01	0	0	1.505410e+00	2.446626e+00	MYC;NOTCH4;SPP1;NFATC1;MT3;RUNX2;TGFBR1
GO_Biological_Process_2023	Negative Regulation Of Lipid Metabolic Process (GO:0045833)	1/26	1.991515e-01	3.124120e-01	0	0	4.687574e+00	7.564288e+00	PDE3B
GO_Biological_Process_2023	Regulation Of Interferon-Alpha Production (GO:0032647)	1/26	1.991515e-01	3.124120e-01	0	0	4.687574e+00	7.564288e+00	NMB
GO_Biological_Process_2023	Negative Regulation Of Protein Polymerization (GO:0032272)	1/26	1.991515e-01	3.124120e-01	0	0	4.687574e+00	7.564288e+00	CDH5
GO_Biological_Process_2023	Negative Regulation Of Receptor-Mediated Endocytosis (GO:0048261)	1/26	1.991515e-01	3.124120e-01	0	0	4.687574e+00	7.564288e+00	ITGB3
GO_Biological_Process_2023	Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886)	1/26	1.991515e-01	3.124120e-01	0	0	4.687574e+00	7.564288e+00	FCER1G
GO_Biological_Process_2023	Regulation Of Myeloid Cell Differentiation (GO:0045637)	1/26	1.991515e-01	3.124120e-01	0	0	4.687574e+00	7.564288e+00	SPI1
GO_Biological_Process_2023	cAMP-mediated Signaling (GO:0019933)	1/26	1.991515e-01	3.124120e-01	0	0	4.687574e+00	7.564288e+00	AKAP6
GO_Biological_Process_2023	Plasma Membrane Invagination (GO:0099024)	1/26	1.991515e-01	3.124120e-01	0	0	4.687574e+00	7.564288e+00	ITGB2
GO_Biological_Process_2023	Regulation Of Vascular Endothelial Growth Factor Production (GO:0010574)	1/26	1.991515e-01	3.124120e-01	0	0	4.687574e+00	7.564288e+00	SULF1
GO_Biological_Process_2023	Cellular Response To Xenobiotic Stimulus (GO:0071466)	1/26	1.991515e-01	3.124120e-01	0	0	4.687574e+00	7.564288e+00	MYC
GO_Biological_Process_2023	Positive Regulation Of Erythrocyte Differentiation (GO:0045648)	1/26	1.991515e-01	3.124120e-01	0	0	4.687574e+00	7.564288e+00	NCKAP1L
GO_Biological_Process_2023	Protein Targeting To Lysosome (GO:0006622)	1/26	1.991515e-01	3.124120e-01	0	0	4.687574e+00	7.564288e+00	GNPTAB
GO_Biological_Process_2023	Regulation Of Actin Filament Bundle Assembly (GO:0032231)	1/26	1.991515e-01	3.124120e-01	0	0	4.687574e+00	7.564288e+00	FHOD1
GO_Biological_Process_2023	Negative Regulation Of Catalytic Activity (GO:0043086)	1/26	1.991515e-01	3.124120e-01	0	0	4.687574e+00	7.564288e+00	MT3
GO_Biological_Process_2023	Monocarboxylic Acid Metabolic Process (GO:0032787)	2/97	1.996025e-01	3.127700e-01	0	0	2.473058e+00	3.985153e+00	ACSL4;LCP1
GO_Biological_Process_2023	Regulation Of Immunoglobulin Production (GO:0002637)	1/27	2.059676e-01	3.188296e-01	0	0	4.507055e+00	7.121312e+00	PTPRC
GO_Biological_Process_2023	Peptide Cross-Linking (GO:0018149)	1/27	2.059676e-01	3.188296e-01	0	0	4.507055e+00	7.121312e+00	FN1
GO_Biological_Process_2023	Cellular Response To Acid Chemical (GO:0071229)	1/27	2.059676e-01	3.188296e-01	0	0	4.507055e+00	7.121312e+00	LAMTOR5
GO_Biological_Process_2023	Phospholipid Biosynthetic Process (GO:0008654)	1/27	2.059676e-01	3.188296e-01	0	0	4.507055e+00	7.121312e+00	SGMS2
GO_Biological_Process_2023	Positive Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901021)	1/27	2.059676e-01	3.188296e-01	0	0	4.507055e+00	7.121312e+00	AKAP6
GO_Biological_Process_2023	Glycerophospholipid Catabolic Process (GO:0046475)	1/27	2.059676e-01	3.188296e-01	0	0	4.507055e+00	7.121312e+00	PLA2G7
GO_Biological_Process_2023	Ventricular Septum Morphogenesis (GO:0060412)	1/27	2.059676e-01	3.188296e-01	0	0	4.507055e+00	7.121312e+00	TGFBR1
GO_Biological_Process_2023	In Utero Embryonic Development (GO:0001701)	1/27	2.059676e-01	3.188296e-01	0	0	4.507055e+00	7.121312e+00	TGFBR1
GO_Biological_Process_2023	Myeloid Cell Development (GO:0061515)	1/27	2.059676e-01	3.188296e-01	0	0	4.507055e+00	7.121312e+00	NCKAP1L
GO_Biological_Process_2023	Regulation Of SMAD Protein Signal Transduction (GO:0060390)	1/27	2.059676e-01	3.188296e-01	0	0	4.507055e+00	7.121312e+00	TGFBR1
GO_Biological_Process_2023	Negative Regulation Of NIK/NF-kappaB Signaling (GO:1901223)	1/27	2.059676e-01	3.188296e-01	0	0	4.507055e+00	7.121312e+00	SPI1
GO_Biological_Process_2023	Regulation Of Chemotaxis (GO:0050920)	1/28	2.127260e-01	3.239341e-01	0	0	4.339908e+00	6.717095e+00	CXCR4
GO_Biological_Process_2023	Negative Regulation Of Type II Interferon Production (GO:0032689)	1/28	2.127260e-01	3.239341e-01	0	0	4.339908e+00	6.717095e+00	CD274
GO_Biological_Process_2023	Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495)	1/28	2.127260e-01	3.239341e-01	0	0	4.339908e+00	6.717095e+00	FCER1G
GO_Biological_Process_2023	Negative Regulation Of Wound Healing (GO:0061045)	1/28	2.127260e-01	3.239341e-01	0	0	4.339908e+00	6.717095e+00	SERPINE2
GO_Biological_Process_2023	Regulation Of Monoatomic Ion Transport (GO:0043269)	1/28	2.127260e-01	3.239341e-01	0	0	4.339908e+00	6.717095e+00	STC1
GO_Biological_Process_2023	Apoptotic Cell Clearance (GO:0043277)	1/28	2.127260e-01	3.239341e-01	0	0	4.339908e+00	6.717095e+00	ITGB3
GO_Biological_Process_2023	Regulation Of Protein Targeting To Membrane (GO:0090313)	1/28	2.127260e-01	3.239341e-01	0	0	4.339908e+00	6.717095e+00	ITGB2
GO_Biological_Process_2023	Regulation Of Protein Transport (GO:0051223)	1/28	2.127260e-01	3.239341e-01	0	0	4.339908e+00	6.717095e+00	LCP1
GO_Biological_Process_2023	Establishment Of Endothelial Barrier (GO:0061028)	1/28	2.127260e-01	3.239341e-01	0	0	4.339908e+00	6.717095e+00	ICAM1
GO_Biological_Process_2023	Glycosaminoglycan Metabolic Process (GO:0030203)	1/28	2.127260e-01	3.239341e-01	0	0	4.339908e+00	6.717095e+00	GALNT5
GO_Biological_Process_2023	Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0048010)	1/28	2.127260e-01	3.239341e-01	0	0	4.339908e+00	6.717095e+00	SULF1
GO_Biological_Process_2023	Limb Development (GO:0060173)	1/28	2.127260e-01	3.239341e-01	0	0	4.339908e+00	6.717095e+00	PCSK5
GO_Biological_Process_2023	Membrane Fusion (GO:0061025)	1/28	2.127260e-01	3.239341e-01	0	0	4.339908e+00	6.717095e+00	DCSTAMP
GO_Biological_Process_2023	Mucosal Immune Response (GO:0002385)	1/28	2.127260e-01	3.239341e-01	0	0	4.339908e+00	6.717095e+00	NOS2
GO_Biological_Process_2023	Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901)	1/28	2.127260e-01	3.239341e-01	0	0	4.339908e+00	6.717095e+00	GJA5
GO_Biological_Process_2023	Defense Response To Virus (GO:0051607)	3/189	2.173854e-01	3.301991e-01	0	0	1.897238e+00	2.895343e+00	IFITM3;NMB;PTPRC
GO_Biological_Process_2023	Regulation Of Establishment Of Planar Polarity (GO:0090175)	1/29	2.194272e-01	3.301991e-01	0	0	4.184700e+00	6.347080e+00	DACT1
GO_Biological_Process_2023	TOR Signaling (GO:0031929)	1/29	2.194272e-01	3.301991e-01	0	0	4.184700e+00	6.347080e+00	LAMTOR5
GO_Biological_Process_2023	Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903320)	1/29	2.194272e-01	3.301991e-01	0	0	4.184700e+00	6.347080e+00	TGFBR1
GO_Biological_Process_2023	Regulation Of Striated Muscle Contraction (GO:0006942)	1/29	2.194272e-01	3.301991e-01	0	0	4.184700e+00	6.347080e+00	GJA5
GO_Biological_Process_2023	Response To Interferon-Beta (GO:0035456)	1/29	2.194272e-01	3.301991e-01	0	0	4.184700e+00	6.347080e+00	IFITM3
GO_Biological_Process_2023	Positive Regulation Of Calcium Ion Transport (GO:0051928)	1/29	2.194272e-01	3.301991e-01	0	0	4.184700e+00	6.347080e+00	STC1
GO_Biological_Process_2023	Positive Regulation Of Dephosphorylation (GO:0035306)	1/29	2.194272e-01	3.301991e-01	0	0	4.184700e+00	6.347080e+00	CDH5
GO_Biological_Process_2023	Positive Regulation Of Neural Precursor Cell Proliferation (GO:2000179)	1/29	2.194272e-01	3.301991e-01	0	0	4.184700e+00	6.347080e+00	HAPLN1
GO_Biological_Process_2023	Maintenance Of Blood-Brain Barrier (GO:0035633)	1/29	2.194272e-01	3.301991e-01	0	0	4.184700e+00	6.347080e+00	CDH5
GO_Biological_Process_2023	Regulation Of Blood Coagulation (GO:0030193)	1/29	2.194272e-01	3.301991e-01	0	0	4.184700e+00	6.347080e+00	SERPINE2
GO_Biological_Process_2023	Central Nervous System Development (GO:0007417)	4/283	2.209840e-01	3.318305e-01	0	0	1.688561e+00	2.549161e+00	PDGFC;CXCR4;SPOCK1;MDGA1
GO_Biological_Process_2023	Positive Regulation Of Cell Differentiation (GO:0045597)	4/283	2.209840e-01	3.318305e-01	0	0	1.688561e+00	2.549161e+00	SP7;LCP1;RUNX2;TGFBR1
GO_Biological_Process_2023	Positive Regulation Of Kinase Activity (GO:0033674)	2/104	2.213642e-01	3.320463e-01	0	0	2.302521e+00	3.472077e+00	PTPRC;LCP2
GO_Biological_Process_2023	Cellular Response To Organonitrogen Compound (GO:0071417)	2/105	2.244901e-01	3.344247e-01	0	0	2.280051e+00	3.406221e+00	AKAP6;LAMTOR5
GO_Biological_Process_2023	Negative Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050732)	1/30	2.260717e-01	3.344247e-01	0	0	4.040196e+00	6.007380e+00	PTPRC
GO_Biological_Process_2023	Cardiac Muscle Cell Action Potential Involved In Contraction (GO:0086002)	1/30	2.260717e-01	3.344247e-01	0	0	4.040196e+00	6.007380e+00	KCNE4
GO_Biological_Process_2023	Phagocytosis, Engulfment (GO:0006911)	1/30	2.260717e-01	3.344247e-01	0	0	4.040196e+00	6.007380e+00	ITGB2
GO_Biological_Process_2023	Response To Amino Acid (GO:0043200)	1/30	2.260717e-01	3.344247e-01	0	0	4.040196e+00	6.007380e+00	LAMTOR5
GO_Biological_Process_2023	Positive Regulation Of Cell Communication (GO:0010647)	1/30	2.260717e-01	3.344247e-01	0	0	4.040196e+00	6.007380e+00	NMB
GO_Biological_Process_2023	Positive Regulation Of Interleukin-10 Production (GO:0032733)	1/30	2.260717e-01	3.344247e-01	0	0	4.040196e+00	6.007380e+00	SYK
GO_Biological_Process_2023	Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:0008625)	1/30	2.260717e-01	3.344247e-01	0	0	4.040196e+00	6.007380e+00	SPI1
GO_Biological_Process_2023	Positive Regulation Of Protein Targeting To Mitochondrion (GO:1903955)	1/30	2.260717e-01	3.344247e-01	0	0	4.040196e+00	6.007380e+00	RAC2
GO_Biological_Process_2023	Immunoglobulin Mediated Immune Response (GO:0016064)	1/30	2.260717e-01	3.344247e-01	0	0	4.040196e+00	6.007380e+00	FCER1G
GO_Biological_Process_2023	Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220)	1/30	2.260717e-01	3.344247e-01	0	0	4.040196e+00	6.007380e+00	SYK
GO_Biological_Process_2023	Negative Regulation Of Axon Extension (GO:0030517)	1/30	2.260717e-01	3.344247e-01	0	0	4.040196e+00	6.007380e+00	MT3
GO_Biological_Process_2023	Negative Regulation Of Blood Coagulation (GO:0030195)	1/30	2.260717e-01	3.344247e-01	0	0	4.040196e+00	6.007380e+00	SERPINE2
GO_Biological_Process_2023	Regulation Of Cell Differentiation (GO:0045595)	3/193	2.262845e-01	3.344247e-01	0	0	1.856918e+00	2.759310e+00	NOTCH4;RUNX2;TGFBR1
GO_Biological_Process_2023	Positive Regulation Of Cell Growth (GO:0030307)	2/106	2.276195e-01	3.360440e-01	0	0	2.258013e+00	3.342039e+00	AKAP6;TGFBR1
GO_Biological_Process_2023	Negative Regulation Of Developmental Growth (GO:0048640)	1/31	2.326599e-01	3.385021e-01	0	0	3.905325e+00	5.694657e+00	MT3
GO_Biological_Process_2023	B Cell Proliferation (GO:0042100)	1/31	2.326599e-01	3.385021e-01	0	0	3.905325e+00	5.694657e+00	PTPRC
GO_Biological_Process_2023	Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902041)	1/31	2.326599e-01	3.385021e-01	0	0	3.905325e+00	5.694657e+00	ICAM1
GO_Biological_Process_2023	Negative Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031111)	1/31	2.326599e-01	3.385021e-01	0	0	3.905325e+00	5.694657e+00	CDH5
GO_Biological_Process_2023	Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478)	1/31	2.326599e-01	3.385021e-01	0	0	3.905325e+00	5.694657e+00	FCER1G
GO_Biological_Process_2023	Regulation Of Protein Autophosphorylation (GO:0031952)	1/31	2.326599e-01	3.385021e-01	0	0	3.905325e+00	5.694657e+00	PDGFC
GO_Biological_Process_2023	Cellular Response To cAMP (GO:0071320)	1/31	2.326599e-01	3.385021e-01	0	0	3.905325e+00	5.694657e+00	AKAP6
GO_Biological_Process_2023	Phospholipid Translocation (GO:0045332)	1/31	2.326599e-01	3.385021e-01	0	0	3.905325e+00	5.694657e+00	ABCB4
GO_Biological_Process_2023	Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090092)	1/31	2.326599e-01	3.385021e-01	0	0	3.905325e+00	5.694657e+00	SFRP4
GO_Biological_Process_2023	Positive Regulation Of Cholesterol Transport (GO:0032376)	1/31	2.326599e-01	3.385021e-01	0	0	3.905325e+00	5.694657e+00	ABCB4
GO_Biological_Process_2023	Positive Regulation Of Lamellipodium Organization (GO:1902745)	1/31	2.326599e-01	3.385021e-01	0	0	3.905325e+00	5.694657e+00	RAC2
GO_Biological_Process_2023	Positive Regulation Of Mononuclear Cell Migration (GO:0071677)	1/31	2.326599e-01	3.385021e-01	0	0	3.905325e+00	5.694657e+00	PLA2G7
GO_Biological_Process_2023	Triglyceride Homeostasis (GO:0070328)	1/31	2.326599e-01	3.385021e-01	0	0	3.905325e+00	5.694657e+00	LCP1
GO_Biological_Process_2023	Negative Chemotaxis (GO:0050919)	1/31	2.326599e-01	3.385021e-01	0	0	3.905325e+00	5.694657e+00	ITGB3
GO_Biological_Process_2023	Negative Regulation Of Developmental Process (GO:0051093)	2/109	2.370253e-01	3.441401e-01	0	0	2.194370e+00	3.158990e+00	SPI1;NOTCH4
GO_Biological_Process_2023	Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280)	2/109	2.370253e-01	3.441401e-01	0	0	2.194370e+00	3.158990e+00	SYK;MYC
GO_Biological_Process_2023	NIK/NF-kappaB Signaling (GO:0038061)	1/32	2.391924e-01	3.444371e-01	0	0	3.779156e+00	5.406034e+00	CHI3L1
GO_Biological_Process_2023	Regulation Of Metaphase/Anaphase Transition Of Cell Cycle (GO:1902099)	1/32	2.391924e-01	3.444371e-01	0	0	3.779156e+00	5.406034e+00	NEK6
GO_Biological_Process_2023	Cellular Nitrogen Compound Biosynthetic Process (GO:0044271)	1/32	2.391924e-01	3.444371e-01	0	0	3.779156e+00	5.406034e+00	NOS2
GO_Biological_Process_2023	Phosphatidylinositol 3-Kinase Signaling (GO:0014065)	1/32	2.391924e-01	3.444371e-01	0	0	3.779156e+00	5.406034e+00	PIK3CD
GO_Biological_Process_2023	Respiratory System Development (GO:0060541)	1/32	2.391924e-01	3.444371e-01	0	0	3.779156e+00	5.406034e+00	CHI3L1
GO_Biological_Process_2023	Glycosphingolipid Metabolic Process (GO:0006687)	1/32	2.391924e-01	3.444371e-01	0	0	3.779156e+00	5.406034e+00	ST6GALNAC5
GO_Biological_Process_2023	Proteoglycan Biosynthetic Process (GO:0030166)	1/32	2.391924e-01	3.444371e-01	0	0	3.779156e+00	5.406034e+00	CHST11
GO_Biological_Process_2023	Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134)	1/32	2.391924e-01	3.444371e-01	0	0	3.779156e+00	5.406034e+00	DACT1
GO_Biological_Process_2023	Negative Regulation Of Inflammatory Response (GO:0050728)	2/111	2.433078e-01	3.480527e-01	0	0	2.153888e+00	3.044366e+00	CDH5;SYK
GO_Biological_Process_2023	Negative Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090101)	2/111	2.433078e-01	3.480527e-01	0	0	2.153888e+00	3.044366e+00	PEG10;CHRDL1
GO_Biological_Process_2023	Negative Regulation Of Endocytosis (GO:0045806)	1/33	2.456696e-01	3.480527e-01	0	0	3.660873e+00	5.139014e+00	DYSF
GO_Biological_Process_2023	Actin Filament Bundle Assembly (GO:0051017)	1/33	2.456696e-01	3.480527e-01	0	0	3.660873e+00	5.139014e+00	LCP1
GO_Biological_Process_2023	Actin Filament Bundle Organization (GO:0061572)	1/33	2.456696e-01	3.480527e-01	0	0	3.660873e+00	5.139014e+00	LCP1
GO_Biological_Process_2023	Regulation Of Lamellipodium Assembly (GO:0010591)	1/33	2.456696e-01	3.480527e-01	0	0	3.660873e+00	5.139014e+00	RAC2
GO_Biological_Process_2023	Positive Regulation Of Establishment Of Protein Localization To Mitochondrion (GO:1903749)	1/33	2.456696e-01	3.480527e-01	0	0	3.660873e+00	5.139014e+00	RAC2
GO_Biological_Process_2023	Positive Regulation Of Interleukin-12 Production (GO:0032735)	1/33	2.456696e-01	3.480527e-01	0	0	3.660873e+00	5.139014e+00	SYK
GO_Biological_Process_2023	Vasculogenesis (GO:0001570)	1/33	2.456696e-01	3.480527e-01	0	0	3.660873e+00	5.139014e+00	HAS2
GO_Biological_Process_2023	Ventricular Cardiac Muscle Tissue Morphogenesis (GO:0055010)	1/33	2.456696e-01	3.480527e-01	0	0	3.660873e+00	5.139014e+00	TGFBR1
GO_Biological_Process_2023	Positive Regulation Of Protein Dephosphorylation (GO:0035307)	1/33	2.456696e-01	3.480527e-01	0	0	3.660873e+00	5.139014e+00	CDH5
GO_Biological_Process_2023	Inositol Lipid-Mediated Signaling (GO:0048017)	1/33	2.456696e-01	3.480527e-01	0	0	3.660873e+00	5.139014e+00	PLCB2
GO_Biological_Process_2023	Positive Regulation Of Telomerase Activity (GO:0051973)	1/33	2.456696e-01	3.480527e-01	0	0	3.660873e+00	5.139014e+00	MYC
GO_Biological_Process_2023	Lung Development (GO:0030324)	1/33	2.456696e-01	3.480527e-01	0	0	3.660873e+00	5.139014e+00	CHI3L1
GO_Biological_Process_2023	Regulation Of Activated T Cell Proliferation (GO:0046006)	1/33	2.456696e-01	3.480527e-01	0	0	3.660873e+00	5.139014e+00	CD274
GO_Biological_Process_2023	Regulation Of Amyloid-Beta Formation (GO:1902003)	1/33	2.456696e-01	3.480527e-01	0	0	3.660873e+00	5.139014e+00	GSAP
GO_Biological_Process_2023	Regulation Of Cell Cycle (GO:0051726)	4/298	2.482910e-01	3.514118e-01	0	0	1.601180e+00	2.230691e+00	PTPRC;MYC;NEK6;TGFBR1
GO_Biological_Process_2023	Regulation Of Interleukin-17 Production (GO:0032660)	1/34	2.520920e-01	3.532308e-01	0	0	3.549758e+00	4.891428e+00	NCKAP1L
GO_Biological_Process_2023	Cellular Response To Amyloid-Beta (GO:1904646)	1/34	2.520920e-01	3.532308e-01	0	0	3.549758e+00	4.891428e+00	ICAM1
GO_Biological_Process_2023	Positive Regulation Of Carbohydrate Metabolic Process (GO:0045913)	1/34	2.520920e-01	3.532308e-01	0	0	3.549758e+00	4.891428e+00	CD244
GO_Biological_Process_2023	Semaphorin-Plexin Signaling Pathway (GO:0071526)	1/34	2.520920e-01	3.532308e-01	0	0	3.549758e+00	4.891428e+00	PLXND1
GO_Biological_Process_2023	Positive Regulation Of Immunoglobulin Production (GO:0002639)	1/34	2.520920e-01	3.532308e-01	0	0	3.549758e+00	4.891428e+00	PTPRC
GO_Biological_Process_2023	Glial Cell Differentiation (GO:0010001)	1/34	2.520920e-01	3.532308e-01	0	0	3.549758e+00	4.891428e+00	HAPLN1
GO_Biological_Process_2023	Transcription Initiation-Coupled Chromatin Remodeling (GO:0045815)	1/34	2.520920e-01	3.532308e-01	0	0	3.549758e+00	4.891428e+00	SPI1
GO_Biological_Process_2023	Positive Regulation Of Neuron Death (GO:1901216)	1/34	2.520920e-01	3.532308e-01	0	0	3.549758e+00	4.891428e+00	ITGB2
GO_Biological_Process_2023	Negative Regulation Of JNK Cascade (GO:0046329)	1/34	2.520920e-01	3.532308e-01	0	0	3.549758e+00	4.891428e+00	DACT1
GO_Biological_Process_2023	Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070884)	1/34	2.520920e-01	3.532308e-01	0	0	3.549758e+00	4.891428e+00	AKAP6
GO_Biological_Process_2023	Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090)	2/114	2.527442e-01	3.536897e-01	0	0	2.095876e+00	2.882620e+00	SFRP4;DACT1
GO_Biological_Process_2023	Protein Phosphorylation (GO:0006468)	6/500	2.529234e-01	3.536897e-01	0	0	1.432013e+00	1.968544e+00	SYK;NEK6;PIK3CD;PRKG2;CDK14;TGFBR1
GO_Biological_Process_2023	Endoplasmic Reticulum To Golgi Vesicle-Mediated Transport (GO:0006888)	2/115	2.558921e-01	3.574851e-01	0	0	2.077223e+00	2.831254e+00	KDELR2;SEC24D
